amount,name,image_url,details_url,registered_state,registered_city,make,model,year_of_manufacture,color,condition,mileage,engine_size,selling_condition,bought_condition,transmission_system
4071093,Kia Rio 2013 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163672614_MTgwLTEzNS0xNWNkOTU4NjQ3LTE.jpg,https://www.cars45.com/jEY4wdZPPqE17Mc9TG2cGm9mGRkxlT7,Abuja (FCT),Jabi,Kia,Rio,2013.0,Black,Local Used,147939.0,1400.0,Registered,Registered,Automatic
7312500,Ford Edge 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163675754_MTgwLTE4MC0wNGI5MGVkNTQw.jpg,https://www.cars45.com/jEY4wdZXSE0rOm3VzdFkUS216n7cn1d,Lagos State,Ikeja,Ford,Edge,2012.0,Black,Local Used,102387.0,3500.0,Registered,Registered,Automatic
3543750,Toyota Corolla 2004 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163668528_MTgwLTEzNS0xYjdkYmZjMTkwLTE.jpg,https://www.cars45.com/jEY4wdZxS8QONrNRh7o6rP97yScYcxZ,Lagos State,Amuwo-Odofin,Toyota,Corolla,2004.0,Gray,Local Used,347799.0,1800.0,Registered,Imported,Automatic
135000000,Hyundai Tucson 2018 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163662636_MTgwLTEzNi01NzQ3OGRjYjcyLTE.jpg,https://www.cars45.com/jEY4we00uTKP4EzrePGX7jnwliObG35,Imo State,Owerri,Hyundai,Tucson,2018.0,Black,Local Used,29070.0,2000.0,Registered,Brand new,Automatic
12375000,Lexus ES 2011 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163584331_MTgwLTEzNS1jNWU5ODVkMzli.jpg,https://www.cars45.com/jEY4wdZwPmcUGnc5pxzEeI5TrCdkxvO,Abuja (FCT),Lugbe District,Lexus,ES,2011.0,Green,Local Used,127999.0,3500.0,Registered,Imported,Automatic
5625000,Kia Sportage 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163595377_MTgwLTEzNS02MjY1ZmNmMzAy.jpg,https://www.cars45.com/jEY4wdZqjSXfiB5KsGRNmxnB2y6WUZP,Abuja (FCT),Jabi,Kia,Sportage,2009.0,Black,Local Used,333664.0,2000.0,Registered,Registered,Automatic
2812500,Volkswagen Passat 2003 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163585089_MTgwLTEzNS03OTAyYjg3NDg4.jpg,https://www.cars45.com/jEY4wdZyR6WrATZ4pgQ0GvYA1ZXqr5D,Lagos State,Alimosho,Volkswagen,Passat,2003.0,Blue,Local Used,441301.0,1800.0,Registered,Registered,Automatic
7875000,Toyota Yaris 2013 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163582862_MTgwLTEzNS05MGViOWVjY2Jm.jpg,https://www.cars45.com/jEY4wdZmO1Jn7VVmzlJuiba042GI0nb,Abuja (FCT),Garki 2,Toyota,Yaris,2013.0,Black,Local Used,141572.0,,Registered,Imported,Automatic
16875000,Honda Accord 2014 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163598759_MTgwLTEzNS0zNjJjZjM0YjNh.jpg,https://www.cars45.com/jEY4wdZvsgD2bl9On0jy42cvhhszGXM,Lagos State,Ilupeju,Honda,Accord,2014.0,Gray,Foreign Used,349403.0,3000.0,Imported,Imported,Automatic
4500000,Pontiac Vibe 2004 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163670728_MTgwLTEzNi1lYTEzNzg2MjQ3.jpg,https://www.cars45.com/jEY4wdZuIemBV9OHgP5G0nPScP6tVxk,Abuja (FCT),Gwarinpa,Pontiac,Vibe,2004.0,Gray,Local Used,299999.0,1800.0,Registered,Registered,Automatic
6750000,Toyota Corolla 2009 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163673454_MTgwLTEzNS0yZjgxY2Q5ODI4LTE.jpg,https://www.cars45.com/jEY4wdZpQ6o9dllR104FWxDlgiFzYEH,Lagos State,Abule Egba,Toyota,Corolla,2009.0,Silver,Local Used,192172.0,1800.0,Registered,Registered,Automatic
43875000,Rover Land 2015 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163594458_MTgwLTEzNS02NjdkNjY0NjZmLTE.jpg,https://www.cars45.com/jEY4wdZHTvoN6NsDJuWLOmpYRCOeTU6,Abuja (FCT),Jabi,Rover,Land,2015.0,Gray,Local Used,253458.0,3000.0,Registered,Imported,Automatic
19350000,Mercedes-Benz M Class 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163669220_MTgwLTEzNS01ZTE0YzdlYzc3LTE.jpg,https://www.cars45.com/jEY4we00laEqgTSNJdBcyRjP1TlPpao,Lagos State,Surulere,Mercedes-Benz,M Class,2012.0,Black,Local Used,134001.0,3500.0,Registered,Imported,Automatic
20250000,Mercedes-Benz GLK-Class 2015 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163584385_MTgwLTEzNS01YmY0YzZiMzUw.jpg,https://www.cars45.com/jEY4wdZvnW1B1EdGIcJYb0JUF9MjY54,Lagos State,Lekki,Mercedes-Benz,GLK-Class,2015.0,Black,Local Used,176864.0,3500.0,Registered,Imported,Automatic
4320000,Lexus RX 300 2001 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163667203_MTgwLTEzNS1iNTk4YTk4ZjVkLTE.jpg,https://www.cars45.com/jEY4wdZQE2itMC9NBQRbBfkDSESJrhy,Lagos State,Ojodu,Lexus,RX 300,2001.0,Gold,Local Used,215463.0,3000.0,Registered,Registered,Automatic
3600000,Hyundai Accent 1.3 GLS 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163669042_MTgwLTEzNS04ODUyMTIyZTgxLTI.jpg,https://www.cars45.com/jEY4wdZGbvXZROYX0kaN9p03De5Vdv5,Lagos State,Ojodu,Hyundai,Accent,2008.0,Gray,Local Used,164973.0,1400.0,Registered,Registered,Manual
5310000,Toyota Sienna 2006 Burgandy,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163667941_MTgwLTgxLTY2ZDMwYjZhNDctMQ.jpg,https://www.cars45.com/jEY4we00D99hT5BM12BJ19ZRCB6H6O3,Rivers State,Port-Harcourt,Toyota,Sienna,2006.0,Burgandy,Local Used,162016.0,3300.0,Registered,Registered,Automatic
5220000,Hyundai Accent 2012 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163664025_MTgwLTEzNS1mMDlmMGRhYTQxLTE.jpg,https://www.cars45.com/jEY4wdZFOEJmJLbbF0Tip7nLHktH0Hh,Lagos State,Lekki,Hyundai,Accent,2012.0,Black,Local Used,47279.0,1600.0,Registered,Brand new,Automatic
2812500,Mazda 3 2007 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163656388_MTgwLTEzNS0zYjc0NGY2NDYzLTE.jpg,https://www.cars45.com/jlCs49Q6bmky32TtD0hrmNR3nduS2N,Edo State,Benin City,Mazda,3,2007.0,Black,Local Used,259480.0,2500.0,Registered,Imported,Automatic
5512500,Toyota Sienna 2004 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163663948_MTgwLTEzNS04YWZhMDQ2YjNiLTE.jpg,https://www.cars45.com/jlCs49PlgAywywXuBDOehkd6spusgI,Lagos State,Surulere,Toyota,Sienna,2004.0,Gold,Local Used,362357.0,3300.0,Registered,Registered,Automatic
6750000,Toyota Corolla 2006 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163499387_MTgwLTEzNS01M2I0N2M5MTcw.jpg,https://www.cars45.com/jEY4we00hVxuF0pdwV1ftRDaABK6yPP,Lagos State,Alimosho,Toyota,Corolla,2006.0,Black,Local Used,231897.0,1600.0,Registered,Imported,Automatic
21375000,Toyota Highlander 2013 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163665471_MTgwLTEzNS1lNzhkNDE2OTIx.jpg,https://www.cars45.com/jEY4wdZVO62XUDPGDL32uludzqGELyf,Lagos State,Alimosho,Toyota,Highlander,2013.0,Gray,Local Used,177806.0,3000.0,Registered,Imported,Automatic
4500000,Peugeot 406 2000 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163587774_MTgwLTEzNS0wMGFjMDk5OTBjLTE.jpg,https://www.cars45.com/jEY4wdZrzn4AI1bjiCY9X7uR8Sg78b9,Abuja (FCT),Lugbe District,Peugeot,406,2000.0,Green,Local Used,1245184.0,1600.0,Registered,Imported,Manual
14979375,Mercedes-Benz CLA-Class 2015 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163664316_MTgwLTEzNS02MTZmMmNiNTJkLTE.jpg,https://www.cars45.com/jEY4wdZ9BxND2Kjad8olHGcOfhvP27V,Lagos State,Ikeja,Mercedes-Benz,CLA-Class,2015.0,Black,Local Used,53999.0,2000.0,Registered,Imported,Automatic
30375000,Mercedes-Benz GLK-Class 2013 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163594948_MTgwLTEzNi00OWNiNTRkZmMzLTE.jpg,https://www.cars45.com/jEY4wdZXosVan1OlpJboU29w9VWGDuC,Abuja (FCT),Central Business District,Mercedes-Benz,GLK-Class,2013.0,Silver,Foreign Used,233761.0,3500.0,Imported,Imported,Automatic
5062500,Toyota Camry 2003 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163662442_MTgwLTEzNS04N2JkZjMyMDky.jpg,https://www.cars45.com/jEY4wdZgOsR5YttxoIK7LZxnZCnD9qQ,Lagos State,Ogba,Toyota,Camry,2003.0,Gold,Local Used,196366.0,2400.0,Registered,Imported,Automatic
2812500,Toyota Avalon 3.0 2000 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163533277_MTgwLTEzNS1mM2YyMjY1ZjFiLTE.jpg,https://www.cars45.com/jEY4wdZqufxnC2cNUGShiSKDSnUtAav,Imo State,Owerri,Toyota,Avalon,2000.0,Gold,Local Used,181740.0,300.0,Registered,Registered,Automatic
5512500,Toyota Corolla 2010 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163592330_MTgwLTEzNS01ZGQ1MTMxZGVkLTE.jpg,https://www.cars45.com/jEY4wdZM5e6hIGrgHW2N54sLMKwxLmj,Oyo State,Ibadan,Toyota,Corolla,2010.0,Red,Local Used,187187.0,1800.0,Registered,Registered,Automatic
43031250,Mercedes-Benz GLE-Class 2016 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163596025_MTgwLTEzNS0zMjQ3MmIwNGU2LTE.jpg,https://www.cars45.com/jEY4wdZmx47rV2qoNwsEvOErJC6vmUt,Lagos State,Lekki,Mercedes-Benz,GLE-Class,2016.0,Gray,Foreign Used,144449.0,3500.0,Imported,Imported,Automatic
15921562,Toyota Tundra 2007 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163657608_MTgwLTEzNS05NzVlY2NkYWQ5LTE.jpg,https://www.cars45.com/jEY4wdZBkapXMPakYHqONYiv5ao4p9J,Lagos State,Abule Egba,Toyota,Tundra,2007.0,Blue,Local Used,587106.0,4700.0,Registered,Imported,Automatic
14625000,Land Rover Range Rover Sport 2011 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163592928_MTgwLTEzNS02NDc0MzkwZWQ2.jpg,https://www.cars45.com/jEY4wdZVLw3ejAzH5nY9zoogqO8bMN2,Oyo State,Ibadan,Land Rover,Range Rover Sport,2011.0,Black,Local Used,65038.0,5000.0,Registered,Registered,Automatic
10125000,Honda Accord 2014 Burgandy,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163422098_MTgwLTEzNS02NjEyZjkzYTEx.jpg,https://www.cars45.com/jEY4we00YrRnNx6SPjvbJGn05sThahJ,Oyo State,Ibadan,Honda,Accord,2014.0,Burgandy,Local Used,44479.0,3500.0,Registered,Registered,Automatic
9900000,Toyota Camry 2012 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163596202_MTgwLTEzNi1jMWY0YThjYTJmLTE.jpg,https://www.cars45.com/jEY4wdZkg6d6zmX2l0CCu7F01wsBLcS,Abuja (FCT),Gudu,Toyota,Camry,2012.0,Silver,Local Used,277732.0,2500.0,Registered,Imported,Automatic
9000000,Acura MDX 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163658039_MTgwLTEzNS1iODg1MjhlMzY1.jpg,https://www.cars45.com/jEY4wdZJ02XxUk0nNQsvsciMTlxlL43,Edo State,Benin City,Acura,MDX,2010.0,Black,Local Used,129266.0,3700.0,Registered,Registered,Automatic
2250000,Toyota Camry 2000 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163590431_MTgwLTEzNS02NjM0OWZiOGIxLTE.jpg,https://www.cars45.com/jEY4wdZtbjcaGUQ5PQRj4uszmBzc74y,Abuja (FCT),Karu,Toyota,Camry,2000.0,Gold,Local Used,219437.0,2200.0,Registered,Registered,Automatic
