amount,name,image_url,details_url,registered_state,registered_city,make,model,year_of_manufacture,color,condition,mileage,engine_size,selling_condition,bought_condition,transmission_system
151725000,Mercedes-Benz GLS-Class 2020 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163070094_MTgwLTEzNS0zOTk4N2ZjNGI1LTE.jpg,https://www.cars45.com/jEY4wdZHMirQzoGhrYkjLpRQAAzfnDW,Lagos State,Lekki,Mercedes-Benz,GLS-Class,2020.0,White,Foreign Used,27651.0,3000.0,Imported,Imported,Automatic
17680000,Toyota Corolla 2017 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163124892_MTgwLTEzNS1kZGY4MThiYjU1LTM.jpg,https://www.cars45.com/jEY4wdZwWXYObVhLROpkNHn0fZYzf4p,Lagos State,Yaba,Toyota,Corolla,2017.0,Black,Local Used,21822.0,2000.0,Registered,Registered,Automatic
3536000,Toyota Camry 2002 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163122248_MTgwLTEzNS0wMDE4MDk1Njg5LTE.jpg,https://www.cars45.com/jEY4wdZUnmaKMJwjopUqH0reOxzSfmo,Lagos State,Surulere,Toyota,Camry,2002.0,Silver,Local Used,403316.0,2400.0,Registered,Registered,Automatic
3675000,Kia Cerato 2011 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162985871_MTgwLTEzNS01NTQ1YjA5ZTAxLTI.jpg,https://www.cars45.com/jEY4wdZP8d3f5v7g5TRYQwLPFKJNBQS,Kaduna State,Kaduna / Kaduna State,Kia,Cerato,2011.0,Black,Local Used,99999.0,1600.0,Registered,Registered,Manual
5200000,Toyota Corolla Sedan Automatic 2005 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163058222_MTgwLTEzNS1hMzA5YzRjOGE3.jpg,https://www.cars45.com/jEY4wdZkx2WIJHtxh1kBRkGGRpBeulJ,Kaduna State,Kaduna / Kaduna State,Toyota,Corolla,2005.0,Black,Local Used,276665.0,1800.0,Registered,Imported,Automatic
12480000,Toyota Camry 2012 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163120618_MTgwLTEzNS1mMDIyYThkZTNi.jpg,https://www.cars45.com/jEY4wdZobWssAjlxserrgtkqTyGcFI4,Lagos State,Isolo,Toyota,Camry,2012.0,Gray,Local Used,164625.0,3500.0,Registered,Registered,Automatic
23625000,Infiniti Q60 2015 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163003447_MTgwLTEzNS05ZWM5ZGEwMTMwLTI.jpg,https://www.cars45.com/jEY4wdZSQ631imo69IDlxDfmgb0HtXP,Lagos State,Surulere,Infiniti,Q60,2015.0,Gray,Foreign Used,268154.0,3500.0,Imported,Imported,Automatic
3906000,Ford Edge 2008 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163057138_MTgwLTEzNS02MjZkZDY5OWVkLTE.jpg,https://www.cars45.com/jEY4wdZrPJ06pkf7TA2gdGiVYLqwFcu,Lagos State,Ikeja,Ford,Edge,2008.0,Gray,Local Used,367833.0,3500.0,Registered,Registered,Automatic
2940000,Mercedes-Benz C180 2005 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163068840_MTgwLTEzNS1lMTRlMmEyOWZjLTI.jpg,https://www.cars45.com/jEY4wdZdJkfMjohGXN5mNajDhIh2Cir,Edo State,Benin City,Mercedes-Benz,C180,2005.0,Blue,Local Used,293034.0,1800.0,Registered,Imported,Manual
5250000,Toyota 4-Runner 2003 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163071825_MTgwLTEzNS0yODY0ZDE5M2Vm.jpg,https://www.cars45.com/jEY4wdZctpkVnSCuPgQHGfKqWzWZgPt,Oyo State,Ibadan,Toyota,4-Runner,2003.0,Gray,Local Used,20285.0,4700.0,Registered,Imported,Automatic
1785000,Nissan Almera 1998 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163052862_MTgwLTEzNS01YzE3NmVmNTY0LTE.jpg,https://www.cars45.com/jlCs49PmGt5NdMJTmz5tU5VxLYP0P1,Ogun State,Abeokuta North,Nissan,Almera,1998.0,Green,Local Used,302329.0,1400.0,Registered,Registered,Manual
15600000,Mercedes-Benz E350 2014 Brown,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163069301_MTgwLTEzNS0xZTliOGQyYjQ0LTE.jpg,https://www.cars45.com/jEY4wdZFQ3bFQr3LWBG9cH3tUWUoqLB,Lagos State,Ajah,Mercedes-Benz,E350,2014.0,Brown,Local Used,121440.0,3500.0,Registered,Imported,Automatic
16168950,Mitsubishi Pajero 2016 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163077841_MTgwLTEzNS0wNTA0YmIzODExLTE.jpg,https://www.cars45.com/jEY4wdZdOimp8x6LB8wvlGn3leUPsEX,Lagos State,Lekki,Mitsubishi,Pajero,2016.0,Black,Local Used,83800.0,3500.0,Registered,Imported,Automatic
17680000,Hyundai Elantra 2017 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163001142_MTgwLTEzNS1hMGE5OTI5Mzg4.jpg,https://www.cars45.com/jEY4wdZEOnA2N0cobx9F5pKJlKehIy3,Abuja (FCT),Karu,Hyundai,Elantra,2017.0,Gray,Foreign Used,208840.0,2000.0,Imported,Imported,Automatic
39520000,Toyota Highlander 2018 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162944827_MTgwLTEzNS01NTFhNGI0ZjNk.jpg,https://www.cars45.com/jEY4wdZTcvHUsq1EQVHJgUUbbFioyPp,Lagos State,Ilupeju,Toyota,Highlander,2018.0,Silver,Foreign Used,77539.0,3500.0,Imported,Imported,Automatic
13125000,Honda Pilot 2011 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162939549_MTgwLTEzNS0xZTY2YzcxYmUw.jpg,https://www.cars45.com/jEY4wdZOYBZNMMZ1J0SrA3qXGXNzauE,Ogun State,Abeokuta North,Honda,Pilot,2011.0,Silver,Foreign Used,256139.0,3500.0,Imported,Imported,Automatic
3675000,Toyota Corolla 2003 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162931717_MTgwLTEzNS03OWRmMzAxNWU0.jpg,https://www.cars45.com/jEY4wdZERozOEK4JKNe0CEaVGb41kPD,Ogun State,Abeokuta North,Toyota,Corolla,2003.0,Black,Local Used,299999.0,1800.0,Registered,Registered,Automatic
11440000,Mercedes-Benz E350 2010 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162977143_MTgwLTEzNi1jYWEwYzQ4MjNl.jpg,https://www.cars45.com/jEY4wdZBBgNzlZsvOJTlqIM3ikblJhv,Abuja (FCT),Asokoro,Mercedes-Benz,E350,2010.0,Black,Local Used,230580.0,3500.0,Registered,Registered,Automatic
1890000,Honda Accord 2005 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162929476_MTgwLTEzNi1kODAxMzY2ZDcx.jpg,https://www.cars45.com/jEY4wdZfFrUzJMIgNgVwxaJKi3sVbHJ,Abuja (FCT),Gudu,Honda,Accord,2005.0,Gold,Local Used,232645.0,3000.0,Registered,Imported,Automatic
3885000,Toyota Camry 2005 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163072068_MTgwLTEwMS0zZTM2ZjRmYzU3LTI.jpg,https://www.cars45.com/jEY4wdZh1xVUUACTaHqXP4n0p5psC11,Lagos State,Alimosho,Toyota,Camry,2005.0,Green,Local Used,116224.0,2400.0,Registered,Registered,Automatic
3444000,Kia Rio 2008 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163063637_MTgwLTEwMS05MDg2N2E4ZTc0LTE.jpg,https://www.cars45.com/jEY4we016Xm6Ji7sRfIfCfBv9ngV7gY,Lagos State,Alimosho,Kia,Rio,2008.0,White,Local Used,169196.0,1400.0,Registered,Brand new,Automatic
8190000,Lexus RX 330 2005 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163076243_MTgwLTEzNS00ZjEyMTdlZmIy.jpg,https://www.cars45.com/jEY4wdZtgwLz4Bpib3fobqdzH4OTrTV,Edo State,Benin City,Lexus,RX 330,2005.0,Blue,Local Used,196667.0,3300.0,Registered,Imported,Automatic
5935125,Lexus GS 300 Automatic 2006 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163067294_MTgwLTEzNS0xMDlhOWQxMjk3LTE.jpg,https://www.cars45.com/jEY4wdZnnn8yrLQfWoFBvq2bkSOJpbP,Imo State,Owerri,Lexus,GS,2006.0,Blue,Local Used,311288.0,3000.0,Registered,Imported,Automatic
3990000,Mercedes-Benz C230 2007 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163068845_MTgwLTEzNS0wOTk5NDljYzBlLTE.jpg,https://www.cars45.com/jEY4wdZJGxClLqBuYo1km8T4OIBjrta,Abuja (FCT),Jabi,Mercedes-Benz,C230,2007.0,Silver,Local Used,298387.0,2500.0,Registered,Registered,Automatic
15750000,Mitsubishi Pajero 2008 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163059526_MTgwLTEzNS01NTNjMDkzNTViLTE.jpg,https://www.cars45.com/jlCs49Qs0xIV48wxCJVo7mk2e1x0Wo,Lagos State,Ojodu,Mitsubishi,Pajero,2008.0,Black,Local Used,136433.0,3500.0,Registered,Registered,Automatic
31500000,Toyota Camry 2020 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163061395_MTgwLTEzNi0zYTMxNzY3YmI2LTE.jpg,https://www.cars45.com/jEY4wdZAmJu80GjbR7o8M7GstkoFvvM,Abuja (FCT),Central Business District,Toyota,Camry,2020.0,Black,Foreign Used,64125.0,2500.0,Imported,Imported,Automatic
7800000,Toyota Camry 2011 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163066993_MTgwLTEzNS1mYTZhYmUxOWE2LTE.jpg,https://www.cars45.com/jEY4wdZLgxAOsoQQciCOYEaxJcrwFPd,Ondo State,Akure,Toyota,Camry,2011.0,Red,Local Used,342483.0,2500.0,Registered,Imported,Automatic
13335000,Dodge RAM 2011 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162986046_MTgwLTE1Mi03YTM0NmI4Y2RjLTE.jpg,https://www.cars45.com/jEY4wdZOlHQWqzzBWgXzacQhr43mJsB,Lagos State,Ilupeju,Dodge,RAM,2011.0,Silver,Local Used,216221.0,4000.0,Registered,Imported,Automatic
7592000,Toyota Camry 2007 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162935244_MTgwLTEzNS1mOTQ3YjU2YmNk.jpg,https://www.cars45.com/jEY4wdZN6R6Z6z5ReZ73hzTPgN7WWn6,Lagos State,Alimosho,Toyota,Camry,2007.0,Blue,Local Used,452885.0,2400.0,Registered,Imported,Automatic
3087000,Toyota RAV4 2002 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163066440_MTgwLTc5LTQ5NDMxZTU3NTItMQ.jpg,https://www.cars45.com/jEY4wdZCfABwaVeVJg1DQ0NzY7WVJbO,Lagos State,Abule Egba,Toyota,RAV4,2002.0,Gold,Local Used,255082.0,2000.0,Registered,Registered,Automatic
11156250,Hyundai Sonata 2013 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163056758_MTgwLTEzNS0zY2ZjMDkzMmZlLTE.jpg,https://www.cars45.com/jlCs49QvlAyIZo5W7qc2yoLP9IwfUr,Lagos State,Ikotun/Igando,Hyundai,Sonata,2013.0,Black,Foreign Used,223199.0,2400.0,Imported,Imported,Automatic
9360000,Toyota Camry 2010 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162995344_MTgwLTE1Mi00N2I1OTg5ZGU1.jpg,https://www.cars45.com/jEY4wdZkzdGdLhcxLiKhh7CqaBRtPo5,Lagos State,Ilupeju,Toyota,Camry,2010.0,Red,Local Used,167311.0,2500.0,Registered,Imported,Automatic
99750000,Mercedes-Benz GLE-Class 2020 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163012031_MTgwLTEzNS00Y2E4ZDhmMTc2LTE.jpg,https://www.cars45.com/jEY4wdZETqohK2kMxsXhuHs2hYhSNZd,Lagos State,Lekki,Mercedes-Benz,GLE-Class,2020.0,White,Foreign Used,62208.0,2200.0,Imported,Imported,Automatic
15225000,Toyota Hilux 2013 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163060395_MTgwLTgxLTFlYjU3YzUwM2MtMQ.jpg,https://www.cars45.com/jEY4wdZF802Jbktjp01clsSac1YSO55,Rivers State,Port-Harcourt,Toyota,Hilux,2013.0,White,Local Used,93632.0,3000.0,Registered,Brand new,Manual
4200000,Infiniti G35 2006 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163012914_MTgwLTEzNS1jN2U0ZGNlOTkwLTE.jpg,https://www.cars45.com/jEY4wdZrA0ivSio1LloMxHm92T1rRTI,Abuja (FCT),Lugbe District,Infiniti,G35,2006.0,Gray,Local Used,258440.0,3500.0,Registered,Registered,Automatic
4095000,Toyota Highlander 2005 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163057695_MTgwLTEzNS1iODM3YTlhZjE4LTU.jpg,https://www.cars45.com/jEY4wdZn8lxnR6uFFhsGNLLbLqKForK,Lagos State,Yaba,Toyota,Highlander,2005.0,Silver,Local Used,221075.0,3300.0,Registered,Registered,Automatic
7800000,Ford Escape 2013 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162990522_MTgwLTEzNS02OTQwMzY0Zjc5LTE.jpg,https://www.cars45.com/jEY4wdZC3IKpL7LleEMigrjWFzKvaTy,Lagos State,Ojodu,Ford,Escape,2013.0,Gray,Local Used,236879.0,2500.0,Registered,Registered,Automatic
3906000,Toyota Corolla 2003 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163043256_MTgwLTEwMS0yYzMxMzI2M2JhLTI.jpg,https://www.cars45.com/jEY4wdZJmSml7J2JN2l9NHCCiASjEqd,Enugu State,Enugu,Toyota,Corolla,2003.0,Black,Local Used,146018.0,1800.0,Registered,Registered,Automatic
5720000,Toyota Corolla 2005 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163054058_MTgwLTEzNS05MDAwYWNkNzlkLTE.jpg,https://www.cars45.com/jEY4wdZKNZS6RT5MM1ANCsSROfTknwS,Lagos State,Kosofe,Toyota,Corolla,2005.0,Red,Local Used,280163.0,1800.0,Registered,Imported,Automatic
2625000,Nissan Pathfinder 2001 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163054417_MTgwLTEzNS03NGZlMmYyNzEzLTI.jpg,https://www.cars45.com/jlCs49PPxMsiSd2DOYcWrcPh3uGQrC,Abia State,Umuahia,Nissan,Pathfinder,2001.0,Silver,Local Used,138002.0,3500.0,Registered,Registered,Automatic
4467750,Honda Accord 2009 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163052669_MTgwLTEzNS1kMDQyNWMwNGIzLTE.jpg,https://www.cars45.com/jEY4wdZjCKFcutaDJRRCdJdEG0SR4Sx,Lagos State,Ikeja,Honda,Accord,2009.0,Gray,Local Used,334670.0,3500.0,Registered,Imported,Automatic
4326000,Toyota Highlander 2002 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163050076_MTgwLTEzNS01M2Y3ZjdhOWYxLTE.jpg,https://www.cars45.com/jEY4wdZ9GbtiCkys65cxsoHdaMYWoGz,Lagos State,Kosofe,Toyota,Highlander,2002.0,Silver,Local Used,413265.0,3000.0,Registered,Imported,Automatic
3675000,Hyundai Accent 2008 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162925291_MTgwLTEzNS1hMDBmN2VhNTFjLTE.jpg,https://www.cars45.com/jEY4wdZocOEjC9SevZrTg9BRstPs96i,Abuja (FCT),Karu,Hyundai,Accent,2008.0,White,Local Used,231524.0,1600.0,Registered,Registered,Manual
9951375,Honda Pilot 2013 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162924821_MTgwLTEzNS0xZTgyMTQzYWY2LTE.jpg,https://www.cars45.com/jEY4wdZZDQ4VYIA7fdUpWSy9zH8oSa6,Abuja (FCT),Garki 2,Honda,Pilot,2013.0,White,Local Used,103733.0,,Registered,Registered,Automatic
4725000,BMW 3 Series 2006 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162984743_MTgwLTEzNS02YTMxMTNkOGRjLTE.jpg,https://www.cars45.com/jEY4wdZHiVRIbTKiE0NHdfTjiiujPsN,Abuja (FCT),Kubwa,BMW,3 Series,2006.0,Gray,Local Used,227040.0,3000.0,Registered,Registered,Automatic
2730000,Opel Zafira 2005 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163007180_MTgwLTEzNS03MTA5ODZjNTg3LTE.jpg,https://www.cars45.com/jEY4wdZIKW7oXOPeQsTwX7XvejYQOKb,Ondo State,Akure,Opel,Zafira,2005.0,Blue,Local Used,154810.0,2200.0,Registered,Registered,Automatic
15750000,Toyota Venza 2013 White,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163011404_MTgwLTEzNS02ZDNlYjY2YTBhLTE.jpg,https://www.cars45.com/jEY4wdZSZnc9DVR8FGeOPMjRpFEU3TJ,Lagos State,Amuwo-Odofin,Toyota,Venza,2013.0,White,Foreign Used,185524.0,3500.0,Imported,Imported,Automatic
5775000,Lexus LS 2007 Green,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/163014000_MTgwLTE4MC03ZjQ5YTFlOGU5LTE.jpg,https://www.cars45.com/jEY4wdZSmiGLCDTtQERooaERxXzuw1y,Lagos State,Ikeja,Lexus,LS,2007.0,Green,Local Used,112376.0,4600.0,Registered,Imported,Automatic
6300000,Mazda CX-9 2012 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162874915_MTgwLTEzNS01MDA3MTA1ODFlLTE.jpg,https://www.cars45.com/jEY4we015fNBQiDzr2ImRtqG6YblihK,Ogun State,Abeokuta North,Mazda,CX-9,2012.0,Gray,Local Used,251972.0,3700.0,Registered,Imported,Automatic
3675000,Mercedes-Benz A-Class 2007 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162873613_MTgwLTEzNS03ZGJiYThhZDMwLTE.jpg,https://www.cars45.com/jEY4wdZjrZYiQf7yGsDTgIjSpGyU9uN,Ogun State,Abeokuta North,Mercedes-Benz,A-Class,2007.0,Silver,Local Used,,1700.0,Registered,Imported,Manual
3675000,Lexus RX 300 2002 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162876554_MTgwLTEzNS1jMWQzNGNlNWZlLTE.jpg,https://www.cars45.com/jEY4wdZiMgcMceX7ShEOjYoFfbIw7WO,Ogun State,Abeokuta North,Lexus,RX 300,2002.0,Black,Local Used,349349.0,3000.0,Registered,Imported,Automatic
5200000,Toyota Corolla 2005 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162845643_MTgwLTEzNS0yZTlhMTliN2Rh.jpg,https://www.cars45.com/jEY4wdZfUHTRrKUjFCvcvTptVzSMW5O,Abuja (FCT),Gwagwalada,Toyota,Corolla,2005.0,Gray,Local Used,473543.0,1800.0,Registered,Registered,Automatic
52000000,Mercedes-Benz GLE-Class 2018 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162845768_MTgwLTEzNS1iMTRjNTNjYzdi.jpg,https://www.cars45.com/jEY4wdZgG26e4yt6MEBiGIHkgt4Ab8A,Lagos State,Lekki,Mercedes-Benz,GLE-Class,2018.0,Black,Foreign Used,59640.0,3500.0,Imported,Imported,Automatic
7280000,Toyota Camry 2.3 Hybrid 2007 Red,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162861443_MTgwLTE1Mi0xOWE0NWJiMjc1.jpg,https://www.cars45.com/jEY4wdZWTErccRvuL9HiUZKII5ysr58,Lagos State,Ilupeju,Toyota,Camry,2007.0,Red,Local Used,256097.0,2400.0,Registered,Registered,Automatic
4725000,Toyota Corolla 2005 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162989793_MTgwLTEzNS01OTlmODE0NWNk.jpg,https://www.cars45.com/jEY4wdZNerITVvwolvyKruusNRkFCuz,Lagos State,Ajah,Toyota,Corolla,2005.0,Gold,Local Used,289430.0,1800.0,Registered,Imported,Automatic
14700000,Audi Q7 2007 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162998426_MTgwLTEzNS1iMjliZDM1NWViLTE.jpg,https://www.cars45.com/jEY4wdZfojufn0VzUQiere9nUfAM61D,Oyo State,Ibadan,Audi,Q7,2007.0,Black,Local Used,257627.0,3000.0,Registered,Imported,Automatic
7350000,Mercedes-Benz M Class 2009 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162986152_MTgwLTEzNS03NmExNzdjMDY5LTE.jpg,https://www.cars45.com/jEY4we00pWvGRDA2etAbNTcEaFqHasO,Abuja (FCT),Jabi,Mercedes-Benz,M Class,2009.0,Gray,Local Used,331805.0,3500.0,Registered,Imported,Automatic
2535750,Honda Accord 2007 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162998044_MTgwLTEzNS1hYzg0NWMyOWY1LTE.jpg,https://www.cars45.com/jEY4wdZG5dkR3TEIyFEAzvGjwH8L16k,Lagos State,Ikeja,Honda,Accord,2007.0,Gray,Local Used,167112.0,3000.0,Registered,Registered,Automatic
2520000,Toyota Carina 1993 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162991047_MTgwLTEzNS0zOGJmODU3ZWNlLTE.jpg,https://www.cars45.com/jEY4wdZiNaLyKfdOYmQaVMBFIGoMuYW,Oyo State,Ibadan,Toyota,Carina,1993.0,Black,Local Used,265201.0,2000.0,Registered,Registered,Manual
15750000,Hyundai Santa Fe 2017 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162995554_MTgwLTEzNS0xZWJlMTVjZDU4LTE.jpg,https://www.cars45.com/jEY4wdZIcvvziSloHFTzHXpr9aQ1B9d,Lagos State,Ikotun/Igando,Hyundai,Santa Fe,2017.0,Gray,Local Used,107508.0,2400.0,Registered,Imported,Automatic
5928000,Toyota Corolla 2004 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162924174_MTgwLTEzNS1lOGNjZWZhZGQ4.jpg,https://www.cars45.com/jEY4wdZx7ZPenHschEbKH4YW0MxirYe,Oyo State,Ibadan,Toyota,Corolla,2004.0,Silver,Local Used,133865.0,1800.0,Registered,Imported,Automatic
3465000,Honda CR-V 2009 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162987507_MTgwLTEzNS00ODdjMGIyNTczLTE.jpg,https://www.cars45.com/jEY4wdZ9VZSBcCwDElQEoyAs4AZnuBs,Abuja (FCT),Karu,Honda,CR-V,2009.0,Black,Local Used,213521.0,2400.0,Registered,Registered,Automatic
7280000,Toyota Camry 2007 Gray,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162981638_MTgwLTEzNi1mNzRmMzlkNDBl.jpg,https://www.cars45.com/jEY4wdZB0fH9kUdbqEA5yZBbYewINHi,Abuja (FCT),Gwarinpa,Toyota,Camry,2007.0,Gray,Local Used,166355.0,2400.0,Registered,Registered,Automatic
4011000,Toyota Corolla 2003 Blue,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162987859_MTgwLTEzNS01ZTNiMmFjNGFkLTE.jpg,https://www.cars45.com/jEY4wdZF8ALhLUCvueJlWMnZz4ImlHJ,Lagos State,Magodo,Toyota,Corolla,2003.0,Blue,Local Used,392585.0,1800.0,Registered,Registered,Automatic
12792000,Toyota Tacoma 2008 Silver,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162985901_MTgwLTEzNS1kZjcyYWYxYWZl.jpg,https://www.cars45.com/jEY4wdZZD2UrVrVXv4BwtAdWvhP5Sdj,Lagos State,Ikeja,Toyota,Tacoma,2008.0,Silver,Local Used,467090.0,4000.0,Registered,Imported,Automatic
12480000,Toyota Highlander 2008 Black,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162935591_MTgwLTEzNS05OWFhMjU1YmEy.jpg,https://www.cars45.com/jEY4wdZn7iN67Q2dJ28ccbw8rEcneGx,Abuja (FCT),Karu,Toyota,Highlander,2008.0,Black,Local Used,102352.0,3500.0,Registered,Registered,Automatic
3360000,Lexus RX 300 2000 Gold,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/162985617_MTgwLTEzNS1hMTlkYjY4OGUyLTE.jpg,https://www.cars45.com/jEY4wdZ9BkCPWJCDwB1ZtYNSBk73w4P,Abia State,Aba North,Lexus,RX 300,2000.0,Gold,Local Used,320781.0,3000.0,Registered,Registered,Automatic
