amount,name,region,condition,mileage,image_url,details_url
2205000,Nissan Almera 2001 Red,"Lagos State, Surulere",Local Used,214545 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158991488_MTgwLTEzNS05YWY4NjllMmZmLTM.jpg,https://www.cars45.com/jEY4wdZofGgzCrW7Tc977M3GCK66u6Z
3045000,Toyota Sienna 2000 Green,"Lagos State, Kosofe",Local Used,450048 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158992898_MTgwLTEzNS01ZmEwYmI3ZGEyLTE.jpg,https://www.cars45.com/jEY4wdZyonf26zpoidDgYAdYQ2XhqtU
14560000,Mercedes-Benz GL-Class 2008 Black,"Lagos State, Ikeja",Local Used,187510 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158985275_MTgwLTEzNS0wZjkyNDMwMGZl.jpg,https://www.cars45.com/jEY4wdZLu4UTLmo4tSZ5EV9zS94oq9A
10400000,Honda Pilot EX 4dr SUV (3.5L 6cyl 5A) 2012 White,"Imo State, Owerri",Local Used,39111 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158988295_MTgwLTEzNS04NTk1ZWFiMmYw.jpg,https://www.cars45.com/jEY4wdZBAIQDOrD7C4CcIooPiGudmOZ
7560000,Volkswagen Transporter 1995 White,"Enugu State, Enugu",Foreign Used,240130 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158887418_MTgwLTEwMS04MThkZWM2ODU5LTE.jpg,https://www.cars45.com/jEY4we00pbKOhaojz1r1yNmyu3px6pI
6240000,Toyota Sienna 2008 Silver,"Enugu State, Enugu",Local Used,208138 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158894520_MTgwLTEwMS02ZTE4NmNiNjFi.jpg,https://www.cars45.com/jEY4wdZOYwocwh1Ya9ZxnHCRAGmgMJP
18564000,Toyota Camry 2016 Silver,"Abuja (FCT), Gwarinpa",Foreign Used,73376 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158791974_MTgwLTEzNi0zM2M5MWQxZTBl.jpg,https://www.cars45.com/jEY4wdZABM6Tc2DC7BgrVcEQzcP4T7p
38850000,Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 Black,"Rivers State, Port-Harcourt",Foreign Used,53245 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158775517_MTgwLTEzNS0yZWY1MGE4NDAy.jpg,https://www.cars45.com/jEY4wdZEugwrBwd1ZzT7I6BKzVexdgs
12480000,Ford Explorer 2015 Ivory,"Ogun State, Abeokuta North",Local Used,149689 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158808071_MTgwLTEzNS0yZGFmNjhiZGY3.jpg,https://www.cars45.com/jEY4wdZgSf1mrwwDYQx5NWzvIgG5T4y
19760000,Toyota Highlander Limited 2010 Black,"Lagos State, Ojodu",Foreign Used,305761 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158772897_MTgwLTEzNS1mMzZkZGEwN2Fj.jpg,https://www.cars45.com/jEY4wdZeRE5h3aalmlOO6kg3A7mXp4I
41600000,Toyota Tacoma TRD Sport 2017 Black,"Lagos State, Ojodu",Foreign Used,143284 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158794950_MTgwLTEzNS04YWRiNzA1MTJl.jpg,https://www.cars45.com/jlCs49PyizTUUQDQKcsAMpd9oEM1C3
12480000,Ford Explorer 2013 Black,"Lagos State, Ilupeju",Local Used,134465 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158860291_MTgwLTEzNS02MTk4N2UyYjFl.jpg,https://www.cars45.com/jEY4wdZCtiF3NyLi6uqMeUdXKk1hEJ0
10400000,Honda CR-V 2012 Green,"Lagos State, Ilupeju",Local Used,110341 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158782315_MTgwLTEzNS1jNzFkNTUwNmEw.jpg,https://www.cars45.com/jEY4wdZjH5gfyoJIYAiuT0YHYWymDZs
4725000,Kia Sorento 2012 Silver,"Lagos State, Ikeja",Local Used,420638 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158862404_MTgwLTEzNS00MzY1YTJhODk5.jpg,https://www.cars45.com/jEY4wdZHCBGQKRGb68ULRf2AHgmmlH6
5460000,Honda Accord Crosstour 2010 Green,"Oyo State, Ibadan",Local Used,171464 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158869940_MTgwLTEzNS05ODNmNzhiMWU2.jpg,https://www.cars45.com/jEY4wdZh1DIPqqJX5MQvBu98ID95oKA
3990000,Volkswagen Passat 2000 Green,"Abuja (FCT), Wuse",Foreign Used,246819 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158926464_MTgwLTEzNS1hNTYyZGI5ZTg1LTE.jpg,https://www.cars45.com/jEY4wdZmjNygCPITe0QdvY8FlyZRm8e
18900000,Acura MDX 2014 Gray,"Lagos State, Ikorodu",Foreign Used,116377 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158923968_MTgwLTEzNS1mODRlNzg2ZTg0LTE.jpg,https://www.cars45.com/jEY4wdZEyG75GilyXSdxu49GkB9XYS3
3848000,Toyota Camry 2002 Gold,"Lagos State, Magodo",Local Used,274332 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158909285_MTgwLTEzNS1iOTIzMmViMDlh.jpg,https://www.cars45.com/jlCs49PypuqqStF1XrTrN6BE2acTUd
4725000,Toyota Avensis 2012 Gray,"Abuja (FCT), Lugbe District",Local Used,122111 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158924674_MTgwLTEzNi1mN2ZjOTVmYTg3LTM.jpg,https://www.cars45.com/jEY4wdZyBT723vRQrtGshVo0HfUCf52
8925000,Subaru Legacy 2012 White,"Lagos State, Ikorodu",Foreign Used,125131 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158914112_MTgwLTEzNS04YTU0ZDliZDNlLTE.jpg,https://www.cars45.com/jEY4wdZv1xKcuQROHPhb39LdL4RatMM
5145000,Toyota Highlander V6 2006 Silver,"Lagos State, Lekki",Local Used,464893 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158765525_MTgwLTEzNS00OWUxNjM0NDBiLTE.jpg,https://www.cars45.com/jEY4wdZyiNwBcubIHDLHGStSYxtE9zL
15600000,Mercedes-Benz C300 2013 Gray,"Lagos State, Lekki",Foreign Used,149564 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158713804_MTgwLTEzNS0yZDhkNTg2OGEy.jpg,https://www.cars45.com/jEY4wdZuYNkuspFimDe1yDlPip5o3A1
15750000,Mitsubishi L200 2020 White,"Lagos State, Mushin",Local Used,62393 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158691117_MTgwLTEzNS04OTY1MzA4YTVj.jpg,https://www.cars45.com/jEY4wdZyxzK9DiDydv6Wd5QLEV7y9LS
14040000,Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,"Abuja (FCT), Lugbe District",Local Used,78831 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158710399_MTgwLTEzNS02MGI2OWU0ODAy.jpg,https://www.cars45.com/jEY4wdZIc0wig5Za9AW3oYVULmbth3D
10500000,Hyundai Ix35 2011 Silver,"Lagos State, Ilupeju",Local Used,168640 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158842289_MTgwLTEzNS01YWZiNDQ3ZTg4LTE.jpg,https://www.cars45.com/jEY4wdZgxGJ7PBrrbfFVUEUwIGb2KDJ
20800000,Toyota Highlander 2012 White,"Lagos State, Lekki",Local Used,89532 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158854488_MTgwLTEzNS03NjgzNjc2ZDYz.jpg,https://www.cars45.com/jEY4wdZBmALclfAzY650flS25WKqrRT
11550000,Toyota Camry 2012 Silver,"Abuja (FCT), Jabi",Foreign Used,211391 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158847675_MTgwLTEzNS03ZjcyNzFhMzY2.jpg,https://www.cars45.com/jEY4wdZbXBs45HeOcQQMts11XGpSFqJ
3570000,Nissan Murano 2004 White,"Abuja (FCT), Karu",Local Used,109653 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158828511_MTgwLTEzNi0yMWIwNjgwMDFlLTM.jpg,https://www.cars45.com/jEY4wdZLJiCJIj6NDoKXJW8yYyVKEIv
12600000,Toyota Venza 2012 Gray,"Abuja (FCT), Gwagwalada",Local Used,284288 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158851726_MTgwLTEzNS1kODViYTQxN2Y5.jpg,https://www.cars45.com/jEY4wdZLg7dlx02BA2FdMUz3iZgX9xa
46800000,Toyota Land Cruiser 2013 Black,"Abuja (FCT), Jabi",Local Used,81102 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158724425_MTgwLTEzNS0zNWM0ZTAyYjJi.jpg,https://www.cars45.com/jEY4wdZyZxbCcWbZCtJZr8FfbhauUgy
31237500,Lexus GX 2015 Silver,"Lagos State, Lekki",Local Used,67660 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158696287_MTgwLTEzNi02Y2I5Yjc2M2E4LTE.jpg,https://www.cars45.com/jEY4wdZpxfFKqcLvfhOvWwHEEfP6c3y
6500000,Toyota Highlander 2006 Silver,"Lagos State, Abule Egba",Local Used,189437 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158794085_MTgwLTEzNS0wNmY3MjNhZjNj.jpg,https://www.cars45.com/jEY4wdZmiFKezKfaJmnx0KWEZbn2tG0
8400000,Mitsubishi L200 Double Cab 2.5 136hp 2012 White,"Lagos State, Ikorodu",Foreign Used,224799 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158839673_MTgwLTEzNS1mODlmMWQ2MGY0LTE.jpg,https://www.cars45.com/jEY4wdZTbVeTz6FCmTXaydsZcbOGLMO
8400000,Mitsubishi L200 Double Cab 2.5 136hp 2012 White,"Lagos State, Ikorodu",Foreign Used,166348 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158837473_MTgwLTEzNS0zYWE1MmY2MmRjLTE.jpg,https://www.cars45.com/jEY4wdZfwvN7gQqzfsyJ6gCIEFfUjw6
5720000,Toyota Corolla 2004 Gray,"Abuja (FCT), Gwarinpa",Local Used,302512 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158714378_MTgwLTEzNi03ZjdlNmI2ZmU3.jpg,https://www.cars45.com/jEY4wdZm8S6QlpfYTWvefT80LfujpC3
4515000,Toyota Corolla 2003 Black,"Rivers State, Port-Harcourt",Local Used,151497 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158703441_MTgwLTEzNS1lNjc3MTU0OGU4.jpg,https://www.cars45.com/jEY4wdZdr5IctLcCT8wWt6TnnBsje6q
17160000,Toyota Corolla 2015 Black,"Oyo State, Ibadan",Foreign Used,60748 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158775826_MTgwLTEzNS1kNTQyZmI0NDVj.jpg,https://www.cars45.com/jEY4wdZxXgYvkbYWorgK3tbEHslMimO
18720000,Toyota Venza 2011 Gray,"Oyo State, Ibadan",Foreign Used,84584 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158768124_MTgwLTEzNS04NWJhOWQ0NjBh.jpg,https://www.cars45.com/jEY4wdZVG8YBqTkWUBfeANpCSPQqlm0
6448000,Toyota 4-Runner 2004 Gold,"Lagos State, Amuwo-Odofin",Local Used,111929 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158780006_MTgwLTEzNS1kM2RlODlhMTFl.jpg,https://www.cars45.com/jEY4wdZCBypl9qckNNqApwKYZgqzCg8
5720000,Toyota Sienna 2005 Gray,"Lagos State, Alimosho",Local Used,367393 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158782493_MTgwLTEzNS00YTMxMzdjMDQ2.jpg,https://www.cars45.com/jEY4wdZJlDwGKmf52XUjOIKS9DY0FIm
4200000,Honda Odyssey 2001 White,"Abuja (FCT), Central Business District",Local Used,181269 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158694450_MTgwLTEzNS1kYzc4ZDc5NzVjLTE.jpg,https://www.cars45.com/jEY4wdZQD9oKsASUSwo71wasXbM4Ybt
3536000,Honda Accord 2006 Blue,"Abuja (FCT), Gudu",Local Used,252386 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158677198_MTgwLTEzNi02MTI0MDI1ZDNi.jpg,https://www.cars45.com/jEY4wdZfJh0YX9ACiOACkkhgnrJil0w
4200000,Toyota Corolla 2004 Gray,"Abuja (FCT), Jabi",Local Used,169972 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158650104_MTgwLTEzNS0zYjg5NWFiNzgz.jpg,https://www.cars45.com/jEY4wdZcu5l1RPk9pFjhoM9dHHKTJbW
5200000,Toyota Matrix 2006 Blue,"Abuja (FCT), Gudu",Local Used,274728 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158633416_MTgwLTEzNS1kYTJmMjcwNjdj.jpg,https://www.cars45.com/jEY4we00061zsQjCUfaICvX8Msbeq4t
25200000,Lexus RX 350 2013 White,"Lagos State, Kosofe",Foreign Used,288604 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158785920_MTgwLTEzNS1iMmZlOTljZmExLTE.jpg,https://www.cars45.com/jEY4wdZN3Xtgh3bKLlYogQmnl9nlAe8
4680000,Toyota Camry 2002 Blue,"Lagos State, Isolo",Local Used,436086 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158787009_MTgwLTEzNS04MzliYzkzYzM2.jpg,https://www.cars45.com/jEY4wdZq9brFUrNZj2mHbpbKN58G4BO
3360000,Mercedes-Benz E350 2002 Silver,"Edo State, Benin City",Local Used,346591 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158632667_MTgwLTEzNS1jYTBlMTBkZGQzLTM.jpg,https://www.cars45.com/jEY4wdZHZ2yMacDGQUTIWVYSBJWdYVZ
6877500,Toyota Camry 2011 Gray,"Lagos State, Alimosho",Local Used,254230 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158709852_MTgwLTEzNS02YmNhN2FjZDk0.jpg,https://www.cars45.com/jEY4wdZA7yFL1MZo1SZbFLFASQAPBj4
14040000,Hyundai Sonata 2014 White,"Lagos State, Mushin",Foreign Used,221293 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158769465_MTgwLTEzNS1mOWQ1NjQxN2U1.jpg,https://www.cars45.com/jEY4wdZPoMOjWQ2X5C0ZLs8V7h2TSXq
3010000,Peugeot 406 2000 Green,"Abuja (FCT), Lugbe District",Local Used,235894 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158763375_MTgwLTEzNS0yMWY5ODA3ZjZmLTE.jpg,https://www.cars45.com/jEY4wdZJIMnQXLc62VFAUMIPHjSKPgd
15750000,Mitsubishi L200 2019 White,"Lagos State, Ilupeju",Local Used,94116 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158691561_MTgwLTEzNS1lMmZmZjMwYmQwLTE.jpg,https://www.cars45.com/jEY4wdZLDeVpy7GvwQxnOyapzojwKm3
4095000,Toyota Highlander Limited V6 2005 Green,"Rivers State, Port-Harcourt",Local Used,52384 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158762065_MTgwLTEzNi03YjZlODU3MTEwLTM.jpg,https://www.cars45.com/jEY4wdZCtn8RG5slh87mvgbSOuDNB03
6951000,Toyota RAV4 2.5 Limited 4x4 2010 White,"Abuja (FCT), Lugbe District",Local Used,157663 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158640790_MTgwLTEzNi03YjJiM2E1NTdlLTE.jpg,https://www.cars45.com/jEY4wdZPYoeAbvq303KYsYJTKY4epuM
36503250,Toyota RAV4 2019 Blue,"Lagos State, Amuwo-Odofin",Foreign Used,67112 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158758323_MTgwLTEzNS1hMTZmNmVhYTYxLTE.jpg,https://www.cars45.com/jEY4wdZCf7SoOwgXXMqso8xQm1nNo1N
9450000,Chevrolet Cruze LT Auto 2017 Black,"Lagos State, Lekki",Local Used,40218 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158704800_MTgwLTEzNS04NDBhOTNmNzBiLTQ.jpg,https://www.cars45.com/jEY4wdZU1zM1rTFHAkjr64HcCsXFLpc
6240000,Toyota Corolla 2006 Silver,"Abuja (FCT), Karu",Local Used,398335 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158701802_MTgwLTEzNi1hMWE3ZTdjNjJi.jpg,https://www.cars45.com/jEY4wdZBBuZr2yVgXqjpwGn6CnCQQWh
5200000,Toyota Corolla 2003 Gold,"Abuja (FCT), Kubwa",Local Used,167126 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158691709_MTgwLTEzNS1jZDU4M2FiNzcx.jpg,https://www.cars45.com/jEY4wdZg4iB3MFHBXnx6jBmORLR4Xgy
2808000,Honda Accord 2004 Black,"Abuja (FCT), Lugbe District",Local Used,29120 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158698680_MTgwLTEzNS0xYzExODYzNzc3.jpg,https://www.cars45.com/jEY4wdZkECrVNrv3QMDPRG92k572LZV
4235000,Mazda CX-9 2009 Black,"Ondo State, Akure",Local Used,241634 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158711044_MTgwLTkwLTJmNmE5ZTJlYzAtMQ.jpg,https://www.cars45.com/jEY4wdZWflYDdr3pUTyiPufpkZjOzc4
11232000,Honda Accord 2013 Red,"Lagos State, Alimosho",Local Used,149209 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158709745_MTgwLTEzNS1jMWQyODdmN2Zi.jpg,https://www.cars45.com/jEY4wdZOzIZbg6UWGOhsnjZzh5D2a9e
8925000,Lexus RX 350 2008 Silver,"Oyo State, Ibadan",Local Used,186359 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158692045_MTgwLTEzNS1hOThhMzU1OGM1.jpg,https://www.cars45.com/jEY4wdZBcgBMrutrwCnejqoBFMdN7dY
11025000,Acura MDX 2011 Gray,"Ogun State, Abeokuta North",Foreign Used,344105 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158634589_MTgwLTEzNS1lN2I1MWZiODRk.jpg,https://www.cars45.com/jEY4wdZktYOkmnFZ0FTPJITL4sdqE3U
2730000,Kia Rio 2009 Blue,"Abuja (FCT), Jabi",Local Used,163870 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158704996_MTgwLTEzNS00MWY3NWMzZmIxLTM.jpg,https://www.cars45.com/jlCs49QuX6sRZ4n47HJFQ3hBdIeroH
183750000,BMW X6 2022 Black,"Oyo State, Ibadan",Foreign Used,32016 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158635857_MTgwLTEzNS1iZjFkMTNlNzgwLTE.jpg,https://www.cars45.com/jEY4wdZBw9cLYjJoiDN2FKWUEcwNrxJ
4680000,Mercedes-Benz E350 2006 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,303000 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158697570_MTgwLTEzNS04ZWNjZDRiZTRl.jpg,https://www.cars45.com/jEY4wdZLu497fsXH5SE0ZdN3Vc2pOSd
3650000,Acura MDX 2006 Black,"Imo State, Owerri",Local Used,246948 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158705878_MTgwLTEzNS1hMWViNDkyNWE2.jpg,https://www.cars45.com/jEY4wdZF3cKqFaYKLx7cXPWOawsnnYg
10185000,Dodge Charger 2010 Black,"Lagos State, Ogudu",Local Used,70282 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158692844_MTgwLTEzNi1lYWIxYTEyNzQzLTE.jpg,https://www.cars45.com/jEY4wdZHSQrQNfQCaHo4itnKJOONfJj
18585000,Toyota Avalon 2015 Black,"Lagos State, Ajah",Foreign Used,149915 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158644913_MTgwLTEzNi01NmVmMWY1ZWFk.jpg,https://www.cars45.com/jEY4wdZBDuDTveOMoFOcP9RHCeNGsy2
13125000,Mercedes-Benz S-Class 2012 Black,"Lagos State, Abule Egba",Local Used,55066 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158639230_MTgwLTEzNS05MGQzNDk5YWY3LTE.jpg,https://www.cars45.com/jEY4wdZWU9rQgD96jCWRNN1gtOpwogM
29120000,Toyota Highlander 2014 White,"Lagos State, Kosofe",Foreign Used,63544 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158690162_MTgwLTEzNS02MTg1MmQ2OGZmLTE.jpg,https://www.cars45.com/jEY4wdZFLChXQE7owsckMDhR8Cfk07g
3432000,Toyota Camry 2000 Gray,"Lagos State, Amuwo-Odofin",Local Used,336981 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158642099_MTgwLTEzNS0yNGJiOThmMTMw.jpg,https://www.cars45.com/jEY4wdZuzm1vpbXfdDoXepy3eMakiiv
13755000,Nissan Pathfinder 2013 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,97509 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158626780_MTgwLTEzNS1kZjdiYTc1OTM4.jpg,https://www.cars45.com/jEY4we00BkuZF8HjzIb3mSOuarkreSL
4888000,Toyota Corolla 2003 Red,"Lagos State, Alimosho",Local Used,268494 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158633394_MTgwLTEzNS05NjUzZGUyYzIy.jpg,https://www.cars45.com/jEY4wdZPODSUztAFmb15kB4onEiX2vW
3640000,Toyota Avensis 1.8 Sedan 2006 Gray,"Lagos State, Lekki",Local Used,123965 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158540581_MTgwLTEzNS0zMmZiMTMyOWUz.jpg,https://www.cars45.com/jEY4wdZZb0JiTVA9WNrWcIXqhg5PjHl
25200000,Hyundai Tucson 2016 Silver,"Abuja (FCT), Gwarinpa",Local Used,280124 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158553492_MTgwLTEzNi0xZDU2ZTFjMDI4.jpg,https://www.cars45.com/jEY4wdZYWWj7QoLRKj0GGrupNKbHU8U
4200000,Ford F-150 2005 Red,"Abuja (FCT), Wuse",Local Used,152687 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158619298_MTgwLTEzNS1mZTYzNjJmODUyLTM.jpg,https://www.cars45.com/jEY4wdZiJGoeSr6mMfJLALc1f7vCN6r
4200000,Peugeot 406 2002 Silver,"Kaduna State, Kaduna / Kaduna State",Foreign Used,1 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158537614_MTgwLTEzNS0wMWE1ZDViYWE4.jpg,https://www.cars45.com/jEY4wdZIcQU3a16o5ncpuC9oMgEmz5w
5775000,Ford Focus 2014 Black,"Lagos State, Ilupeju",Local Used,Local Used,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158632185_MTgwLTEzNS00MjYxM2U1MTliLTE.jpg,https://www.cars45.com/jEY4wdZL8HMhhmIiz53XCZ4M4RsWI3i
21000000,BMW 5 Series 2013 Black,"Lagos State, Lekki",Foreign Used,156439 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158630810_MTgwLTEzNS0xNGM1YmJkNjdiLTI.jpg,https://www.cars45.com/jEY4wdZaclYAWS2BJMlAhCcoURXnJQU
3400000,Mercedes-Benz E350 2006 Black,"Abuja (FCT), Gwagwalada",Local Used,437151 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158537623_MTgwLTEzNS1mYmQ0YTJjNWYw.jpg,https://www.cars45.com/jEY4wdZywePxn9LNguG0cPpKTqL3Bv0
5720000,Toyota Sequoia 2004 Silver,"Lagos State, Ibeju",Local Used,300856 km,https://www.cars45.com/r/cGljdHVyZXMtbmlnZXJpYS5qaWppc3RhdGljLm5ldA/158627517_MTgwLTEzNS02MjE3M2JhY2Ux.jpg,https://www.cars45.com/jEY4wdZHNdiJbCVFQSQYnbGo0EqoJhT
